Nombre,PApellido,SApellido,Grado,Especialidad,Areas,Sexo,Pais,Estado,Residencia,UEstudio,UTrabajo,PagPersonal,PagInstitucional,Citas,IndiceH,IndiceI10,Articulos,GScholar,ResearchG,ORCID,SIPIPN
Paulo Afonso,Bracarense,Costa,Doctor,Ingeniería de Producción - Inteligencia Artificial,"Inferencia Estadística, Lógica Difusa, Filosofía de la Incertidumbre y Educación Estadística",Másculino,Brasil,Paraná,Brasil,Universidad Federal de Santa Catarina,Universidad Federal de Paraná,https://www.escavador.com/sobre/1425927/paulo-afonso-bracarense-costa,http://www.est.ufpr.br/professores/CS2-bracarense.html,2,,,3,,https://www.researchgate.net/scientific-contributions/Paulo-Afonso-Bracarense-Costa-2216356965?_sg=BlZVYRx17k57mbdtDOrzzlBZ0cqNVt1YGheqv5b6T_lgteHsaRnYYU2oZoJv7t-1z_1DJCM6fIS8eZM,,
Suely,Ruiz,Giolo,Doctora,En Estadística y Experimentación Agronómica,"Análisis de Supervivencia, Métodos Estadísticos en Genética y Genómica Cuantitativa, Análisis de Datos Categóricos, Modelos Lineales Generalizados",Femenino,Brasil,Paraná,Brasil,Universidad de São Paulo,Universidad Federal de Paraná,https://docs.ufpr.br/~giolo/,http://www.est.ufpr.br/professores/CS3-suely.html,1043,9,9,30,https://scholar.google.com.mx/citations?hl=en&user=Bng0wFYAAAAJ,,,
Ana Cláudia,Oliveira,de Melo,Doctora,En Modelos de Decisión y Salud,"Epidemiología difusa, estadística bayesiana y estadística espacial",Femenino,Brasil,Paraíba,Brasil,Universidad Federal de Paraíba,Universidad Federal de Paraíba,http://lattes.cnpq.br/3910675991526199,https://sigaa.ufpb.br//sigaa/public/docente/portal.jsf?siape=1126086,39,3,,10,,https://www.researchgate.net/profile/Ana-Servulo?_sg=W5QDlTF6ub7Mp98viwhhcyW8DohyxDhzctcg_u1XooaphdmbNkidD3D-e8mQx8z-prW-cA7czlH8P8E,,
Ana Flavia Uzeda,dos Santos,Macambira,Doctora,En Ingenieria en sistemas e informatica,Ciencia de la computación,Femenino,Brasil,Paraíba,Brasil,Universidad Federal del Rio de Janeiro,Universidad Federal de Paraíba,http://lattes.cnpq.br/7669386495556144,https://sistemas.ufpb.br/sigaa/public/docente/portal.jsf?siape=2459248,9,2,,3,,https://www.researchgate.net/profile/Ana-Macambira?_sg=9HuQbNRugeZZbJLNitqsFNYKxxDNxjo09KScmcSac-2iQqmw1f4p6cd2lwFtlA8OIx3XcAvruF_tQRM,,
Ana Herminia,Andrade,e Silva,Doctora,En Estadística,Probabilidad y Estadística Aplicadas,Femenino,Brasil,Paraíba,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal de Paraíba,http://lattes.cnpq.br/4388139783531777,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1147621,,,,,,,,
Antonio,Marcos,Moreira,Maestro,En Estadística y Métodos Cuantitativos,Estadística,Másculino,Brasil,Paraíba,Brasil,Universidad de Brasília,Universidad Federal de Paraíba,http://lattes.cnpq.br/1736133751175361,https://sistemas.ufpb.br/sigaa/public/docente/portal.jsf?siape=336969,,,,,,,,
Claudio,Javier,Tablada,Doctor,En Estadística,"Probabilidad y Estadística, con énfasis en Inferencia Paramétrica, trabajando principalmente en Teoría de Distribuciones de Probabilidad. Interesado en los siguientes temas: Probabilidad, Procesos Estocásticos, Teoría de Distribuciones de Probabilidad",Másculino,Brasil,Paraíba,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal de Paraíba,http://lattes.cnpq.br/4108250414004838,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=2385531,18,2,,3,,https://www.researchgate.net/profile/Claudio-Tablada-2,,
Eufrásio de Andrade,Lima,Neto,Doctor,En Ciencias de la Computación,"Modelado estadístico, aprendizaje automático, regresión robusta, modelos lineales generalizados, análisis de datos simbólicos, regresión por conglomerados y métodos basados ​​en kernel",Másculino,Brasil,Paraíba,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal de Paraíba,http://lattes.cnpq.br/5580004940091667,http://www.de.ufpb.br/~eufrasio/,954,13,16,32,https://scholar.google.com.mx/citations?hl=en&user=oCI4sPkAAAAJ,,,
Everlane Suane,de Araújo,da Silva,Doctora,En Modelos de Decisión y Salud,"Calidad de las estadísticas vitales, Mortalidad, Fecundidad, Semiárido y Nordeste de Brasil, Ancianos, Enfermedades Prevenibles, Condiciones de Vida y Políticas Públicas",Femenino,Brasil,Paraíba,Brasil,Universidad Federal de Paraíba,Universidad Federal de Paraíba,http://lattes.cnpq.br/4167499187439833,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1405245,33,,,5,,https://www.researchgate.net/scientific-contributions/Everlane-Suane-de-Araujo-da-Silva-2138922277,,
Francisco Elmiro,de Souza,Filho,,,,Másculino,Brasil,Paraíba,Brasil,,Universidad Federal de Paraíba,,https://sistemas.ufpb.br/sigaa/public/docente/portal.jsf?siape=332747,,,,1,,https://www.researchgate.net/scientific-contributions/Francisco-Elmiro-de-Souza-Filho-2048969651,,
Gilmara,Alves,Cavalcanti,Doctora,En Modelos de Decisión y Salud,"Muestreo, análisis de datos de supervivencia, análisis de datos exploratorios y control de calidad",Femenino,Brasil,Paraíba,Brasil,Universidad Federal de Paraíba,Universidad Federal de Paraíba,http://lattes.cnpq.br/9720147645730784,https://sistemas.ufpb.br/sigaa/public/docente/portal.jsf?siape=1329283,,,,,,,,
Hemílio Fernandes,Campos,Coêlho,Doctor,En Estadística,"Muestreo, Diseño de Experimentos y Métodos Estadísticos",Másculino,Brasil,Paraíba,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal de Paraíba,http://lattes.cnpq.br/2328238717105962,http://sites.google.com/site/hemilio,410,10,10,69,https://scholar.google.com.mx/citations?hl=en&user=7uXY2SoaTbsC,,,
Izabel Cristina,Alcantara,de Souza,Doctora,En Estadística,"Probabilidad, Estadística y Regresión, trabajando principalmente en los siguientes temas: distribuciones elípticas, elípticas inclinadas y elípticas envueltas; datos circulares; modelos lineales generalizados y modelos de barra elíptica, influencia local, apalancamiento y diagnóstico; geoestadística y análisis espacial",Femenino,Brasil,Paraíba,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal de Paraíba,http://lattes.cnpq.br/5050136627740491,http://www.de.ufpb.br/~izabel/,36,3,,5,,https://www.researchgate.net/profile/Izabel-Alcantara,,
João,Agnaldo,do Nascimento,Doctor,En Estadística,"Probabilidad y Estadística, con énfasis en Análisis Multivariado, Análisis de Regresión, Consultoría Estadística, trabajando principalmente en los siguientes temas: Análisis Multivariado, Modelo con error en variables, Análisis de Regresión, Ensayo Biológico y Bioequivalencia, Diseño de Experimentos, Control de Calidad, Métodos Cuantitativos, Decisión Multicriterio, Teoría de la Decisión, Matemáticas Financieras",Másculino,Brasil,Paraíba,Brasil,Universidad de São Paulo,Universidad Federal de Paraíba,http://lattes.cnpq.br/6866270928240455,https://sistemas.ufpb.br/sigaa/public/docente/portal.jsf?siape=6331987,215,8,,38,,https://www.researchgate.net/profile/Joao-Nascimento-25,,
José Carlos,de Lacerda,Leite,Doctor,En Economía ,"Análisis multivariado, modelado de ecuaciones estructurales, desarrollo de escalas de medición, ensayos biológicos, modelos lineales, modelos de regresión beta, modelos binarios, inferencia estadística",Másculino,Brasil,Paraíba,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal de Paraíba,http://lattes.cnpq.br/0549548560499543,https://sistemas.ufpb.br/sigaa/public/docente/portal.jsf?siape=588112,,,,,,,,
Jozemar,Pereira,dos Santos,Doctor,En Ciencias de la Salud,"Bioestadística, Estadística Aplicada y Computacional, con énfasis en Análisis de Datos, trabajando principalmente en los siguientes temas: Preguntas de respuesta múltiple (dicotomía múltiple y respuesta múltiple), Bases de Datos. Estadística Multivariada: Análisis Factorial Exploratorio y Análisis Factorial Confirmatorio (Modelado de Ecuaciones Estructurales). Trabajó en el Programa de Posgrado en Odontología de la UFPB, enseñando la disciplina de Bioestadística",Másculino,Brasil,Paraíba,Brasil,Universidad Federal de Rio Grande do Norte,Universidad Federal de Paraíba,http://lattes.cnpq.br/6526050617910624,http://www.de.ufpb.br/~jozemar/,2,,,1,,https://www.researchgate.net/scientific-contributions/Jozemar-Pereira-dos-Santos-2200829937,,
Juliana,Freitas,Pires,Doctora,En Matemática Computacional,"Referencia paramétrica, trabajando principalmente en los siguientes temas: Corrección de sesgo, Verosimilitud perfilada, bootstrap, modelo lineal jerárquico, influencia local, efectos aleatorios y efectos fijos",Femenino,Brasil,Paraíba,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal de Paraíba,http://lattes.cnpq.br/8761849366151861,http://www.de.ufpb.br/~juliana/,,,,,,,,
Luiz Medeiros de Araujo,Lima,Filho,Doctor,En Biometría y Estadística Aplicada,Modelado y control estadístico de procesos,Másculino,Brasil,Paraíba,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal de Paraíba,http://lattes.cnpq.br/8680871640499952,http://www.de.ufpb.br/~luiz/,,,,,,,,
Marcelo Rodrigo,Portela,Ferreira,Doctor,En Ciencias de la Computación,"Aprendizaje automático, ciencia de datos y estadística computacional, incluidos métodos de agrupamiento, métodos basados ​​en funciones del kernel, reconocimiento de patrones, Bootstrap, métodos no paramétricos, métodos de Monte Carlo y análisis de datos simbólicos",Másculino,Brasil,Paraíba,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal de Paraíba,http://lattes.cnpq.br/2620157217100077,http://www.de.ufpb.br/~marcelo/,421,8,7,21,https://scholar.google.com.mx/citations?user=mREGeCkAAAAJ&hl=en,,,
Maria Lídia,Coco,Terra,Doctora,En Estadística,Estadística aplicada,Femenino,Brasil,Paraíba,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal de Paraíba,http://lattes.cnpq.br/7855971100524387,https://sistemas.ufpb.br/sigaa/public/docente/portal.jsf?siape=1891506,,,,,,,,
Pedro Rafael,Diniz,Marinho,Doctor,En Estadística,"Ciencia de datos, simulaciones de Monte Carlo, métodos Bootstrap, métodos estadísticos computacionales intensivos, computación paralela, construcción de software para estadísticas, inferencia estadística clásica y probabilidad",Másculino,Brasil,Paraíba,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal de Paraíba,http://lattes.cnpq.br/7185368598935272,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=1222560,407,9,9,30,https://scholar.google.com.mx/citations?hl=en&user=sdfTTzsAAAAJ,,,
Renata Patrícia,Lima,Jerônymo,Doctora,En Ingeniería de Producción,"Probabilidad y Estadística, con énfasis en Modelos de Pronóstico",Femenino,Brasil,Paraíba,Brasil,Universidad Federal de Paraíba,Universidad Federal de Paraíba,http://lattes.cnpq.br/6001639380311881,https://sistemas.ufpb.br/sigaa/public/docente/portal.jsf?siape=1022323,,,,,,,,
Rodrigo,Bernardo,da Silva,Doctor,En Estadística,"Fiabilidad, modelos de regresión, análisis de supervivencia y series temporales",Másculino,Brasil,Paraíba,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal de Paraíba,http://lattes.cnpq.br/0338626517476710,https://sistemas.ufpb.br/sigaa/public/docente/portal.jsf?siape=2123288,,,,,,,,
Ronei,Marcos,de Moraes,Doctor,En Computación Aplicada,Estadística aplicada,Másculino,Brasil,Paraíba,Brasil,Instituto Nacional de Investigaciones Espaciales,Universidad Federal de Paraíba,http://lattes.cnpq.br/7925449690046513,http://www.de.ufpb.br/~ronei/,,,,,,,,
Sydney,Gomes,da Silva,Maestro,En Estadística,Probabilidad y Estadística,Másculino,Brasil,Paraíba,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal de Paraíba,http://lattes.cnpq.br/7940397515095446,https://sistemas.ufpb.br/sigaa/public/docente/portal.jsf?siape=335881,,,,,,,,
Tarciana,Liberal,Pereira,Doctora,En Estadística,"Distribuciones Infladas, Modelos de Regresión Beta Inflados, Modelos de Regresión Prime Beta, Teoría Asintótica, Control de Calidad y Análisis de Supervivencia",Femenino,Brasil,Paraíba,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal de Paraíba,http://lattes.cnpq.br/2198188215129698,http://www.de.ufpb.br/~tarciana/,77,,,9,,https://www.researchgate.net/scientific-contributions/Tarciana-Liberal-Pereira-2050575442,,
Tatiene,Correia,de Souza,Doctora,En Estadística,,Femenino,Brasil,Paraíba,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal de Paraíba,http://lattes.cnpq.br/4055146648812877,http://www.de.ufpb.br/~tatiene/,33,,,12,,https://www.researchgate.net/scientific-contributions/Tatiene-Correia-de-Souza-2111502071,,
Telmo de Menezes,e Silva,Filho,Doctor,En Ciencias de la Computación,"Informática, con énfasis en Machine Learning",Másculino,Brasil,Paraíba,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal de Paraíba,http://lattes.cnpq.br/4640945954423515,https://sigaa.ufpb.br/sigaa/public/docente/portal.jsf?siape=3089218,584,7,7,33,https://scholar.google.com.mx/citations?hl=en&user=-EGO0o8AAAAJ,,,
Ulisses,Umbelino,dos Anjos,Doctor,En Estadística,Probabilidad y Estadística Aplicada,Másculino,Brasil,Paraíba,Brasil,Universidad de São Paulo,Universidad Federal de Paraíba,http://lattes.cnpq.br/0764511052669622,http://www.de.ufpb.br/~ulisses/,704,12,19,86,https://scholar.google.com.mx/citations?hl=en&user=jMkRLsEAAAAJ,,,
Ione,Sales,da Silva,,,,Femenino,Brasil,Paraíba,Brasil,,Universidad Federal de Paraíba,,,,,,,,,,
Antonio Jose Cane,Martins,Sistelos,Doctor,En Currículo e Instrucción (Tecnología Educativa),"Interacción hombre-máquina, estrategias de instrucción, evaluación auténtica, aprendizaje a distancia, cognición en entornos de aprendizaje electrónico, tecnología en la educación, instrucción basada en computadora, complejidad cognitiva, carpetas y sensibilidad cultural",Másculino,Brasil,Pernambuco,Brasil,Universidad Estatal de Indiana,Universidad Federal Rural de Pernambuco,http://lattes.cnpq.br/0182388860714705,https://versalarios.com.br/federal/mostra.php?id=744389&func=ANTONIO%20JOSE%20CANE%20MARTINS%20SISTELOS,,,,,,,,
Antônio Samuel,Alves,da Silva,Doctor,En Biometría y Estadística Aplicada,"Matemáticas, Probabilidad y Estadística, con énfasis en Geoestadística Aplicada, Probabilidad e Inferencia",Másculino,Brasil,Pernambuco,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal Rural de Pernambuco,https://www.escavador.com/sobre/534086/antonio-samuel-alves-da-silva,http://www.deinfo.ufrpe.br/br/docentes,227,6,4,63,https://scholar.google.com.mx/citations?hl=en&user=L7P_3AsAAAAJ,,,
Borko,Stosic,,Doctor,En Física,"Física Estadística Computacional, Estadística Computacional e Ingeniería de Producción, con énfasis en el desarrollo y aplicación de métodos computacionalmente intensivos, trabajando principalmente en los siguientes temas: Análisis Envolvente de Datos, Fractales, Sistemas de Ecuaciones Diferenciales Acopladas, Reconocimiento de Patrones, Modelo Ising, Simulaciones Monte Carlo",Másculino,Brasil,Pernambuco,Brasil,Universidad de Belgrado,Universidad Federal Rural de Pernambuco,http://lattes.cnpq.br/5063046374686031,http://www.deinfo.ufrpe.br/br/docentes,1959,21,43,145,https://scholar.google.com/citations?user=niPJS_wAAAAJ&hl=en,,,
Cícero,Garrozi,,Doctor,En Ciencias de la Computación,"Artificial y Optimización, trabajando principalmente en los siguientes temas: ridesharing, carsharing, computación evolutiva, algoritmos genéticos, optimización multiobjetivo, algoritmos dinámicos, sistemas inteligentes, algoritmos dinámicos evolutivos multiobjetivo, computación científica y optimización de rutas en ciudades inteligentes",Másculino,Brasil,Pernambuco,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal Rural de Pernambuco,http://lattes.cnpq.br/0488054917286587,http://www.deinfo.ufrpe.br/br/docentes,99,4,4,15,https://scholar.google.com.mx/citations?hl=en&user=I7y-qPfbBUIC,,,
Cláudio,Tadeu,Cristino,Doctor,En Matemáticas,"Matemática estadística, modelado matemático, probabilidad, matroides y grafos, confiabilidad y evaluación de riesgo en redes",Másculino,Brasil,Pernambuco,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal Rural de Pernambuco,http://lattes.cnpq.br/0295290151219369,http://www.deinfo.ufrpe.br/br/docentes,93,4,,16,,https://www.researchgate.net/profile/Claudio-Cristino-2?_sg=ULzJdDVP3bL1OkJ3GW_GWhjvMvd09RhG8rrc-zzWEQEl70RqzuJ80IwLOQG-rWhlVCZ5Yqudgjoge8Y,,
Cristiane,Rocha,Albuquerque,Doctora,En Biometría y Estadística Aplicada,"Estadística Aplicada, con énfasis en Análisis Multivariado y Correlaciones Cruzadas",Femenino,Brasil,Pernambuco,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal Rural de Pernambuco,http://lattes.cnpq.br/5101066558567559,http://www.deinfo.ufrpe.br/br/docentes,35,1,1,2,https://scholar.google.com.mx/citations?hl=en&user=rJaNwlkAAAAJ,,,
Frank Sinatra,Gomes,da Silva,Doctor,En Matemática Computacional,"Distribuciones de Probabilidad, Modelos de Crecimiento, Orden Estocástico y Teoría de la Información",Másculino,Brasil,Pernambuco,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal Rural de Pernambuco,http://lattes.cnpq.br/6213979802811548,http://www.deinfo.ufrpe.br/br/docentes,317,9,8,66,https://scholar.google.com/citations?user=iVzcsmMAAAAJ&hl=es,,,
Gabriel,Rivas,de Melo,Doctor,En Biometría y Estadística Aplicada,,Másculino,Brasil,Pernambuco,Brasil,Universidad Federal Rural de Pernambuco,Universidad Federal Rural de Pernambuco,http://lattes.cnpq.br/4173709083657806,http://www.deinfo.ufrpe.br/br/docentes,,,,,,,,
Guilherme,Rocha,Moreira,Doctora,En Ciencia Animal,"sistemas silvopastoriles, forrajes, nutrición de rumiantes, análisis de alimentos, degradabilidad ruminal mediante técnicas ""in vitro"" de producción de gas y técnicas ""in situ"" y planificación y Análisis de experimentos, estadística no paramétrica y modelos de regresión aplicados a la agricultura",Femenino,Brasil,Pernambuco,Brasil,Universidad Federal de Minas Gerais,Universidad Federal Rural de Pernambuco,https://www.escavador.com/sobre/5813049/guilherme-rocha-moreira,http://www.deinfo.ufrpe.br/br/docentes,563,11,13,161,https://scholar.google.com.mx/citations?hl=en&user=rUNvITAAAAAJ,,,
